salesHistoryKey,neighborhood,street name,salesTypeDsc,sale amount,saleDate,Days between last sale,Previous saleDate,cumsum sale amount,margin sale amount,amount_pct_change
719616329,507050,1605 KIRKWOOD RD,,1165000,2022-03-29 00:00:00+00:00,,,1165000.0,,
719469985,501022,1605 N POCOMOKE ST,5-Not Market Sale,0,2021-10-13 00:00:00+00:00,,,0.0,,
719356749,507037,1605 N QUINCY ST,A-Correction Deed,0,2023-07-06 00:00:00+00:00,,,0.0,,
719356753,507037,1605 N QUINCY ST,"4-Multiple RPCs, Not A Coded S",1210000,2023-07-06 00:00:00+00:00,0.0,2023-07-06 00:00:00+00:00,1210000.0,1210000.0,
720079113,182112,1605 S BARTON ST 00028,,415000,2022-01-07 00:00:00+00:00,,,415000.0,,
720134321,160018,1605 S HAYES ST 00001,2-Sale or Gift to Relative,0,2021-05-28 00:00:00+00:00,,,0.0,,
720134325,160018,1605 S HAYES ST 00001,,663000,2022-03-14 00:00:00+00:00,290.0,2021-05-28 00:00:00+00:00,663000.0,663000.0,
719663641,506823,1606 KEY BLVD,,891000,2020-11-06 00:00:00+00:00,,,891000.0,,
719437753,501022,1606 MCKINLEY RD,5-Not Market Sale,0,2023-12-19 00:00:00+00:00,,,0.0,,
719619177,506051,1606 N DANVILLE ST,,1375000,2022-10-18 00:00:00+00:00,,,1375000.0,,
720099333,509077,1607 11th ST S,G-New Construction,920762,2019-03-14 00:00:00+00:00,,,920762.0,,
720099337,509077,1607 11th ST S,"4-Multiple RPCs, Not A Coded S",999900,2020-09-01 00:00:00+00:00,537.0,2019-03-14 00:00:00+00:00,1920662.0,79138.0,8.59%
720098997,509077,1607 13th ST S,5-Not Market Sale,0,2023-06-20 00:00:00+00:00,,,0.0,,
720157073,511092,1607 22nd ST S,2-Sale or Gift to Relative,0,2021-11-24 00:00:00+00:00,,,0.0,,
720157077,511092,1607 22nd ST S,5-Not Market Sale,0,2024-02-16 00:00:00+00:00,814.0,2021-11-24 00:00:00+00:00,0.0,0.0,
719619881,506051,1607 N BRYAN ST,G-New Construction,2131000,2020-05-12 00:00:00+00:00,,,2131000.0,,
719384673,505039,1607 N EDISON ST,,915000,2021-10-19 00:00:00+00:00,,,915000.0,,
719384677,505039,1607 N EDISON ST,5-Not Market Sale,0,2022-06-17 00:00:00+00:00,241.0,2021-10-19 00:00:00+00:00,915000.0,-915000.0,-100.00%
719437497,501022,1607 N NICHOLAS ST,5-Not Market Sale,0,2022-09-29 00:00:00+00:00,,,0.0,,
720153129,511089,1607 S ARLINGTON RIDGE RD,5-Not Market Sale,0,2019-11-01 00:00:00+00:00,,,0.0,,
720153133,511089,1607 S ARLINGTON RIDGE RD,"4-Multiple RPCs, Not A Coded S",1750000,2023-09-08 00:00:00+00:00,1407.0,2019-11-01 00:00:00+00:00,1750000.0,1750000.0,
720134361,160018,1607 S HAYES ST 00002,5-Not Market Sale,0,2021-07-27 00:00:00+00:00,,,0.0,,
720134365,160018,1607 S HAYES ST 00002,5-Not Market Sale,0,2024-07-19 00:00:00+00:00,1088.0,2021-07-27 00:00:00+00:00,0.0,0.0,
720134369,160018,1607 S HAYES ST 00002,,750000,2024-08-19 00:00:00+00:00,31.0,2024-07-19 00:00:00+00:00,750000.0,750000.0,
720100821,509854,1608 10th ST S,N-DREA Not a market Sale,510000,2021-02-26 00:00:00+00:00,,,510000.0,,
719663657,506823,1608 KEY BLVD,5-Not Market Sale,0,2019-05-30 00:00:00+00:00,,,0.0,,
719663661,506823,1608 KEY BLVD,X- Transfer On Death Deed,0,2022-10-21 00:00:00+00:00,1240.0,2019-05-30 00:00:00+00:00,0.0,0.0,
719619729,506051,1608 N BRYAN ST,,1689500,2021-05-06 00:00:00+00:00,,,1689500.0,,
719619549,506051,1608 N CLEVELAND ST,L-Land Sale,1050000,2020-10-05 00:00:00+00:00,,,1050000.0,,
719619553,506051,1608 N CLEVELAND ST,L-Land Sale,1275000,2021-02-26 00:00:00+00:00,144.0,2020-10-05 00:00:00+00:00,2325000.0,225000.0,21.43%
719352021,507037,1608 N QUINCY ST,L-Land Sale,810000,2019-05-16 00:00:00+00:00,,,810000.0,,
719353053,507037,1608 N RANDOLPH ST,5-Not Market Sale,0,2020-05-20 00:00:00+00:00,,,0.0,,
719382561,507038,1608 N UTAH ST,,905500,2022-09-28 00:00:00+00:00,,,905500.0,,
719914205,510081,1608 S GLEBE RD,F-Multiple RPCs Not Market Sal,0,2023-04-10 00:00:00+00:00,,,0.0,,
719922685,510081,1608 S RANDOLPH ST,A-Correction Deed,0,2019-01-25 00:00:00+00:00,,,0.0,,
719619405,506051,1609 N DANVILLE ST,5-Not Market Sale,0,2024-02-07 00:00:00+00:00,,,0.0,,
