salesHistoryKey,neighborhood,street name,salesTypeDsc,sale amount,saleDate,Days between last sale,Previous saleDate,cumsum sale amount,margin sale amount,amount_pct_change
720215317,250015,1000 N RANDOLPH ST 902,,437500,2023-10-31 00:00:00+00:00,,,437500.0,,
720214061,250015,1000 N RANDOLPH ST 904,,595000,2021-11-03 00:00:00+00:00,,,595000.0,,
720214065,250015,1000 N RANDOLPH ST 904,,670000,2024-03-13 00:00:00+00:00,861.0,2021-11-03 00:00:00+00:00,1265000.0,75000.0,12.61%
720214869,250015,1000 N RANDOLPH ST 906,,440000,2023-02-27 00:00:00+00:00,,,440000.0,,
720214681,250015,1000 N RANDOLPH ST 908,,860000,2019-10-24 00:00:00+00:00,,,860000.0,,
719939525,510082,1000 S EDISON ST,5-Not Market Sale,0,2020-07-30 00:00:00+00:00,,,0.0,,
720251193,250002,1001  N VERMONT ST 1001,2-Sale or Gift to Relative,0,2021-02-01 00:00:00+00:00,,,0.0,,
720251353,250002,1001  N VERMONT ST 1002,,511100,2021-06-24 00:00:00+00:00,,,511100.0,,
720251837,250002,1001  N VERMONT ST 1005,,415000,2019-03-20 00:00:00+00:00,,,415000.0,,
720251845,250002,1001  N VERMONT ST 1005,5-Not Market Sale,0,2023-04-11 00:00:00+00:00,1483.0,2019-03-20 00:00:00+00:00,415000.0,-415000.0,-100.00%
720251841,250002,1001  N VERMONT ST 1005,2-Sale or Gift to Relative,0,2023-04-11 00:00:00+00:00,0.0,2023-04-11 00:00:00+00:00,415000.0,0.0,
720252001,250002,1001  N VERMONT ST 1006,,578000,2020-11-10 00:00:00+00:00,,,578000.0,,
720252005,250002,1001  N VERMONT ST 1006,,600000,2024-07-10 00:00:00+00:00,1338.0,2020-11-10 00:00:00+00:00,1178000.0,22000.0,3.81%
720252317,250002,1001  N VERMONT ST 1008,,349000,2019-03-07 00:00:00+00:00,,,349000.0,,
720252321,250002,1001  N VERMONT ST 1008,,380000,2021-07-06 00:00:00+00:00,852.0,2019-03-07 00:00:00+00:00,729000.0,31000.0,8.88%
720252497,250002,1001  N VERMONT ST 1009,,395000,2020-06-10 00:00:00+00:00,,,395000.0,,
720251045,250002,1001  N VERMONT ST 101,,380000,2019-01-24 00:00:00+00:00,,,380000.0,,
720251049,250002,1001  N VERMONT ST 101,6-Quitclaim,0,2021-04-16 00:00:00+00:00,813.0,2019-01-24 00:00:00+00:00,380000.0,-380000.0,-100.00%
720251373,250002,1001  N VERMONT ST 103,,435000,2019-04-05 00:00:00+00:00,,,435000.0,,
720251377,250002,1001  N VERMONT ST 103,,500000,2024-09-04 00:00:00+00:00,1979.0,2019-04-05 00:00:00+00:00,935000.0,65000.0,14.94%
720251709,250002,1001  N VERMONT ST 105,,559000,2022-02-24 00:00:00+00:00,,,559000.0,,
720251857,250002,1001  N VERMONT ST 106,,405000,2020-06-23 00:00:00+00:00,,,405000.0,,
720252341,250002,1001  N VERMONT ST 109,,515000,2019-07-22 00:00:00+00:00,,,515000.0,,
720252345,250002,1001  N VERMONT ST 109,2-Sale or Gift to Relative,0,2024-09-17 00:00:00+00:00,1884.0,2019-07-22 00:00:00+00:00,515000.0,-515000.0,-100.00%
720252813,250002,1001  N VERMONT ST 112,,475000,2023-05-17 00:00:00+00:00,,,475000.0,,
720252949,250002,1001  N VERMONT ST 113,,326000,2021-05-28 00:00:00+00:00,,,326000.0,,
720251561,250002,1001  N VERMONT ST 204,2-Sale or Gift to Relative,0,2021-07-16 00:00:00+00:00,,,0.0,,
720251725,250002,1001  N VERMONT ST 205,,370000,2019-03-07 00:00:00+00:00,,,370000.0,,
720251873,250002,1001  N VERMONT ST 206,,426000,2022-05-23 00:00:00+00:00,,,426000.0,,
720252681,250002,1001  N VERMONT ST 211,,500000,2019-03-29 00:00:00+00:00,,,500000.0,,
720252833,250002,1001  N VERMONT ST 212,2-Sale or Gift to Relative,0,2019-06-24 00:00:00+00:00,,,0.0,,
720252969,250002,1001  N VERMONT ST 213,,405000,2019-12-04 00:00:00+00:00,,,405000.0,,
720253133,250002,1001  N VERMONT ST 214,,445000,2021-01-21 00:00:00+00:00,,,445000.0,,
720253253,250002,1001  N VERMONT ST 215,,387200,2021-01-13 00:00:00+00:00,,,387200.0,,
720251085,250002,1001  N VERMONT ST 301,,610000,2020-03-17 00:00:00+00:00,,,610000.0,,
720251225,250002,1001  N VERMONT ST 302,,502000,2020-08-20 00:00:00+00:00,,,502000.0,,
720251577,250002,1001  N VERMONT ST 304,,385000,2024-08-20 00:00:00+00:00,,,385000.0,,
