street name,max_sale_amount,avg_sale_amount,num_of_sales,total_sale_amount
1901 N GLEBE RD,984900,984900.0,1,984900
1901 N MOORE ST,55500000,55500000.0,1,55500000
1901 N OAKLAND ST,4136000,2068000.0,2,4136000
1901 N RHODES ST 041,250000,250000.0,1,250000
1901 N RHODES ST 044,625000,208333.33333333334,3,625000
1901 N RHODES ST 046,302000,302000.0,1,302000
1901 N TAYLOR ST,0,0.0,1,0
1901 S BELL ST,0,0.0,14,0
1901 S IVES ST,0,0.0,1,0
1902 N MONROE ST,980000,980000.0,1,980000
1902 N NOTTINGHAM ST,1150000,1150000.0,1,1150000
1902 N RHODES ST 065,401000,401000.0,1,401000
1902 N RHODES ST 066,524000,262000.0,2,524000
1902 N RHODES ST 068,441916,220958.0,2,441916
1903 KEY BLVD 11545,388500,388500.0,1,388500
1903 KEY BLVD 11547,295000,147500.0,2,295000
1903 KEY BLVD 11548,0,0.0,1,0
1903 N EDISON ST,740000,740000.0,1,740000
1903 N QUEBEC ST,1375000,458333.3333333333,3,1375000
1903 N RANDOLPH ST,0,0.0,1,0
1903 N ROOSEVELT ST,1100000,550000.0,2,1100000
1903 N UTAH ST,0,0.0,1,0
1904 KEY BLVD 09447,0,0.0,1,0
1904 KEY BLVD 09449,289000,289000.0,1,289000
1904 KEY BLVD 09452,297000,99000.0,3,297000
1904 KEY BLVD 09454,0,0.0,1,0
1904 KEY BLVD 09456,315000,157500.0,2,315000
1904 N DINWIDDIE ST,810000,810000.0,1,810000
1904 N HARVARD ST,1425000,1425000.0,1,1425000
1904 N JOHNSON ST,800000,800000.0,1,800000
1904 N OAKLAND ST,3235000,1617500.0,2,3235000
1904 N QUEBEC ST,1800000,1800000.0,1,1800000
1904 N QUINTANA ST,610000,610000.0,1,610000
1904 N RHODES ST 057,280000,280000.0,1,280000
1904 N TAYLOR ST,4534700,1511566.6666666667,3,4534700
1904 N TUCKAHOE ST,2522285,1261142.5,2,2522285
1904 N VEITCH ST,825000,825000.0,1,825000
1904 N WOODLEY ST,0,0.0,2,0
1905 N HOLLISTER ST,901000,450500.0,2,901000
1905 N OAKLAND ST,2383000,1191500.0,2,2383000
1905 N RHODES ST 031,302000,302000.0,1,302000
1905 N RHODES ST 035,494900,247450.0,2,494900
1905 N RHODES ST 037,432000,432000.0,1,432000
1905 N RHODES ST 038,233000,233000.0,1,233000
1905 N RHODES ST 039,262500,262500.0,1,262500
1905 N ROOSEVELT ST,1100000,550000.0,2,1100000
1905 N TAYLOR ST,950000,475000.0,2,950000
1905 N WOODLEY ST,0,0.0,1,0
1905 S LYNN ST,1420000,1420000.0,1,1420000
1906 N DANIEL ST,1045000,522500.0,2,1045000
1906 N HARRISON ST,0,0.0,1,0
1906 N JEFFERSON ST,1358000,1358000.0,1,1358000
1906 N WOODLEY ST,0,0.0,5,0
1906 S LANGLEY ST,0,0.0,1,0
1907 N RANDOLPH ST,0,0.0,1,0
1907 N ROOSEVELT ST,1810000,603333.3333333334,3,1810000
1908 N CAMERON ST,0,0.0,1,0
1908 N CULPEPER ST,0,0.0,2,0
1908 N EMERSON ST,630000,630000.0,1,630000
1908 N HARVARD ST,0,0.0,3,0
1908 N NELSON ST,1715000,1715000.0,1,1715000
1908 N QUEBEC ST,899000,224750.0,4,899000
1908 N QUINTANA ST,0,0.0,1,0
1908 N RHODES ST 047,273000,273000.0,1,273000
1908 N ROOSEVELT ST,1530542,1530542.0,1,1530542
1908 N UNDERWOOD ST,2730000,1365000.0,2,2730000
1908 S LORTON ST,0,0.0,1,0
1909 A N ADAMS ST,840000,420000.0,2,840000
1909 E N ADAMS ST,0,0.0,1,0
1909 KEY BLVD 11552,310000,310000.0,1,310000
1909 KEY BLVD 11553,315000,315000.0,1,315000
1909 KEY BLVD 11555,250000,250000.0,1,250000
1909 KEY BLVD 11557,290000,290000.0,1,290000
1909 N DINWIDDIE ST,640000,320000.0,2,640000
1909 N RHODES ST 021,307500,307500.0,1,307500
1909 N RHODES ST 022,307000,307000.0,1,307000
1909 N RHODES ST 027,420000,420000.0,1,420000
1909 N UNDERWOOD ST,0,0.0,1,0
1909 N WOODLEY ST,845000,845000.0,1,845000
1910 N DANIEL ST,890000,890000.0,1,890000
1910 N MADISON ST,710000,710000.0,1,710000
1910 N ODE ST,0,0.0,1,0
1910 N QUANTICO ST,1785000,892500.0,2,1785000
1910 N VEITCH ST,995000,995000.0,1,995000
1910 S JOYCE ST,0,0.0,1,0
1910 S POLLARD ST,0,0.0,1,0
1911 FORT MYER DR,52000000,52000000.0,1,52000000
1911 KEY BLVD 11560,330000,330000.0,1,330000
1911 KEY BLVD 11561,0,0.0,1,0
1911 KEY BLVD 11562,410000,410000.0,1,410000
1911 KEY BLVD 11563,415000,415000.0,1,415000
1911 KEY BLVD 11564,296800,296800.0,1,296800
1911 KEY BLVD 11566,420000,420000.0,1,420000
1911 KEY BLVD 11568,0,0.0,1,0
1911 N INGLEWOOD ST,1127000,1127000.0,1,1127000
1911 N RANDOLPH ST,920000,920000.0,1,920000
1911 N ROOSEVELT ST,1910000,1910000.0,1,1910000
1911 N WAYNE ST,0,0.0,1,0
1912 N DANIEL ST,1630000,815000.0,2,1630000
1912 N EDISON ST,745000,745000.0,1,745000
1912 N LEXINGTON ST,2505000,1252500.0,2,2505000
1912 N LINCOLN ST,0,0.0,1,0
1912 N NELSON ST,1200000,1200000.0,1,1200000
1912 N ODE ST,0,0.0,1,0
1912 N VAN BUREN ST,3125000,1562500.0,2,3125000
1912 S GLEBE RD,669000,669000.0,1,669000
1912 S LORTON ST,0,0.0,1,0
1913 KEY BLVD 11569,315000,157500.0,2,315000
1913 KEY BLVD 11572,325000,325000.0,1,325000
1913 KEY BLVD 11573,275500,137750.0,2,275500
1913 KEY BLVD 11574,277750,277750.0,1,277750
1913 N JEFFERSON ST,2495000,1247500.0,2,2495000
1913 N RHODES ST 015,0,0.0,1,0
1913 N RHODES ST 016,285000,285000.0,1,285000
1913 N RHODES ST 017,295000,147500.0,2,295000
1913 N RHODES ST 018,279900,279900.0,1,279900
1913 N RHODES ST 019,315000,315000.0,1,315000
1913 N WESTMORELAND ST,961000,961000.0,1,961000
1913 S QUINCY ST,705000,705000.0,1,705000
1914 N JOHNSON ST,0,0.0,1,0
1914 N RHODES ST 054,294000,294000.0,1,294000
1914 N UNDERWOOD ST,1275000,1275000.0,1,1275000
1914 S QUINCY ST,0,0.0,1,0
1915 B N ADAMS ST,0,0.0,1,0
1915 C N ADAMS ST,1585000,792500.0,2,1585000
1915 N VAN BUREN ST,825000,206250.0,4,825000
1915 S KENMORE ST,565000,565000.0,1,565000
1916 N DINWIDDIE ST,1200000,1200000.0,1,1200000
1916 N ODE ST,0,0.0,3,0
1916 N UNDERWOOD ST,2940000,490000.0,6,2940000
1916 S GLEBE RD,1070000,535000.0,2,1070000
1917 N CAMERON ST,910000,910000.0,1,910000
1917 N RHODES ST 011,300000,300000.0,1,300000
1917 N RHODES ST 012,609000,304500.0,2,609000
1917 N RHODES ST 013,293000,293000.0,1,293000
1917 N UTAH ST,2840000,946666.6666666666,3,2840000
1917 S QUEBEC ST,800000,266666.6666666667,3,800000
1918 N ODE ST,1230000,1230000.0,1,1230000
1918 S QUINCY ST,0,0.0,1,0
1919 N EDISON ST,740000,740000.0,1,740000
1919 N QUINTANA ST,0,0.0,1,0
1919 N UNDERWOOD ST,1175000,587500.0,2,1175000
1919 N VEITCH ST,106000000,53000000.0,2,106000000
1919 S KENMORE ST,0,0.0,2,0
1919 S MONROE ST,0,0.0,1,0
1919 S WALTER REED DR,1150000,1150000.0,1,1150000
1920 13th ST N,0,0.0,2,0
1920 N CULPEPER ST,0,0.0,1,0
1920 N DANIEL ST,0,0.0,1,0
1920 N LEXINGTON ST,0,0.0,1,0
1920 N NELSON ST,3064358,1532179.0,2,3064358
1920 N POTOMAC ST,1200000,1200000.0,1,1200000
1920 N POWHATAN ST,0,0.0,1,0
1920 N QUINTANA ST,0,0.0,1,0
1920 N RHODES ST 074,325000,325000.0,1,325000
1920 N WOODLEY ST,0,0.0,1,0
1920 S LOWELL ST,0,0.0,1,0
1920 S QUEBEC ST,625000,625000.0,1,625000
1921 N GEORGE MASON DR,1450000,725000.0,2,1450000
1921 N MADISON ST,0,0.0,1,0
1921 N QUANTICO ST,790000,790000.0,1,790000
1921 S QUEBEC ST,765000,765000.0,1,765000
1921 S QUINCY ST,2464900,616225.0,4,2464900
1921 S RANDOLPH ST,535000,535000.0,1,535000
1922 N MADISON ST,1399000,1399000.0,1,1399000
1922 N QUINCY ST,3725400,1862700.0,2,3725400
1922 N RHODES ST 078,0,0.0,1,0
1922 N RHODES ST 080,0,0.0,1,0
1922 N VEITCH ST,1035000,1035000.0,1,1035000
1922 S POLLARD ST,0,0.0,1,0
1922 S WALTER REED DR,0,0.0,1,0
1923 N CAMERON ST,1568100,522700.0,3,1568100
1923 N QUINTANA ST,0,0.0,1,0
1923 N WOODLEY ST,0,0.0,1,0
1923 S LORTON ST,0,0.0,1,0
1923 S MONROE ST,530500,530500.0,1,530500
1924 N HARVARD ST,1925000,962500.0,2,1925000
1924 N KENILWORTH ST,0,0.0,1,0
1924 N ODE ST,0,0.0,1,0
1924 N RHODES ST 083,486000,243000.0,2,486000
1924 N RHODES ST 085,400000,400000.0,1,400000
1924 N RHODES ST 086,245000,245000.0,1,245000
1924 N RHODES ST 088,0,0.0,1,0
1924 N WOODLEY ST,830000,415000.0,2,830000
1924 S LANGLEY ST,0,0.0,1,0
1925 N HARVARD ST,1575000,1575000.0,1,1575000
1925 N MADISON ST,1847000,1847000.0,1,1847000
1925 N UTAH ST,0,0.0,1,0
1925 N VAN BUREN ST,0,0.0,1,0
1925 N WESTMORELAND ST,1350000,270000.0,5,1350000
1925 N WOODLEY ST,0,0.0,1,0
1925 S ARLINGTON RIDGE RD,0,0.0,1,0
1925 S QUINCY ST,645000,645000.0,1,645000
1926 N WOODSTOCK ST,782000,391000.0,2,782000
1927 N CAMERON ST,690000,690000.0,1,690000
1927 N EDISON ST,1060000,353333.3333333333,3,1060000
1927 N GEORGE MASON DR,0,0.0,1,0
1927 N WOODLEY ST,1750000,875000.0,2,1750000
1928 13th ST N,0,0.0,2,0
1928 N VAN BUREN ST,0,0.0,1,0
1929 N QUINCY ST,1300000,1300000.0,1,1300000
1929 N WOODLEY ST,835000,835000.0,1,835000
1930 N DANIEL ST,1010000,1010000.0,1,1010000
1930 N DINWIDDIE ST,2800000,1400000.0,2,2800000
1930 N ROOSEVELT ST,0,0.0,2,0
1930 N WOODROW ST,890000,890000.0,1,890000
1931 N CLEVELAND ST 102,303000,303000.0,1,303000
1931 N CLEVELAND ST 107,370000,370000.0,1,370000
1931 N CLEVELAND ST 111,250000,250000.0,1,250000
1931 N CLEVELAND ST 201,340000,340000.0,1,340000
1931 N CLEVELAND ST 205,165000,165000.0,1,165000
1931 N CLEVELAND ST 209,285000,285000.0,1,285000
1931 N CLEVELAND ST 212,305000,305000.0,1,305000
1931 N CLEVELAND ST 300,0,0.0,2,0
1931 N CLEVELAND ST 302,275000,275000.0,1,275000
1931 N CLEVELAND ST 305,166250,166250.0,1,166250
1931 N CLEVELAND ST 307,340000,340000.0,1,340000
1931 N CLEVELAND ST 308,178000,178000.0,1,178000
1931 N CLEVELAND ST 309,267500,133750.0,2,267500
1931 N CLEVELAND ST 310,265000,265000.0,1,265000
1931 N CLEVELAND ST 311,266000,266000.0,1,266000
1931 N CLEVELAND ST 401,360000,360000.0,1,360000
1931 N CLEVELAND ST 402,265000,265000.0,1,265000
1931 N CLEVELAND ST 403,270000,270000.0,1,270000
1931 N CLEVELAND ST 404,0,0.0,2,0
1931 N CLEVELAND ST 405,495000,247500.0,2,495000
1931 N CLEVELAND ST 406,630000,315000.0,2,630000
1931 N CLEVELAND ST 408,160000,160000.0,1,160000
1931 N CLEVELAND ST 409,289000,289000.0,1,289000
1931 N CLEVELAND ST 412,363500,363500.0,1,363500
1931 N CLEVELAND ST 500,355000,355000.0,1,355000
1931 N CLEVELAND ST 501,365000,182500.0,2,365000
1931 N CLEVELAND ST 502,275000,275000.0,1,275000
1931 N CLEVELAND ST 504,0,0.0,1,0
1931 N CLEVELAND ST 505,320000,320000.0,1,320000
1931 N CLEVELAND ST 513,328000,328000.0,1,328000
1931 N CLEVELAND ST 601,379000,379000.0,1,379000
1931 N CLEVELAND ST 602,283900,283900.0,1,283900
1931 N CLEVELAND ST 604,565500,282750.0,2,565500
1931 N CLEVELAND ST 605,165000,165000.0,1,165000
1931 N CLEVELAND ST 609,275000,275000.0,1,275000
1931 N CLEVELAND ST 610,270000,270000.0,1,270000
1931 N CLEVELAND ST 611,295777,295777.0,1,295777
1931 N CLEVELAND ST 612,350000,175000.0,2,350000
1931 N CLEVELAND ST 613,365000,365000.0,1,365000
1931 N CULPEPER ST,92607,92607.0,1,92607
1931 N HARVARD ST,1525000,1525000.0,1,1525000
1932 N DANIEL ST,2130000,1065000.0,2,2130000
1932 N EDISON ST,1042500,521250.0,2,1042500
1932 N POWHATAN ST,0,0.0,1,0
1933 N UTAH ST,1112500,1112500.0,1,1112500
1933 S QUEBEC ST,775000,775000.0,1,775000
1934 N DANIEL ST,0,0.0,2,0
1934 N WOODROW ST,1210000,605000.0,2,1210000
1934 S LOWELL ST,908000,908000.0,1,908000
1935 N EMERSON ST,0,0.0,1,0
1935 N WOODLEY ST,0,0.0,1,0
1935 N WOODROW ST,0,0.0,1,0
1936 13th ST N,0,0.0,2,0
1936 N CLEVELAND ST,800000,400000.0,2,800000
1936 N DANIEL ST,1000000,1000000.0,1,1000000
1936 N DINWIDDIE ST,1265000,632500.0,2,1265000
1936 N EDISON ST,2275316,758438.6666666666,3,2275316
1937 N CULPEPER ST,3710829,742165.8,5,3710829
1937 N EDISON ST,1635000,817500.0,2,1635000
1937 N EMERSON ST,2610000,1305000.0,2,2610000
1937 N UTAH ST,775000,775000.0,1,775000
1938 N EDISON ST,1205000,401666.6666666667,3,1205000
1939 N CULPEPER ST,0,0.0,1,0
1939 N WESTMORELAND ST,0,0.0,1,0
1939 N WOODROW ST,0,0.0,1,0
1939 S LOWELL ST,660000,660000.0,1,660000
1940 N INGLEWOOD ST,0,0.0,3,0
1940 N ROOSEVELT ST,1875000,937500.0,2,1875000
1940 N UPTON ST,1165000,582500.0,2,1165000
1940 N WOODROW ST,1100000,1100000.0,1,1100000
1941 COLUMBIA PIKE,110975000,110975000.0,1,110975000
1941 N EMERSON ST,1275000,1275000.0,1,1275000
1942 N UPLAND ST,800000,800000.0,1,800000
1943 N CLEVELAND ST,706500,706500.0,1,706500
1943 N UPLAND ST,1000000,1000000.0,1,1000000
1945 N EMERSON ST,677000,338500.0,2,677000
1945 N HARRISON ST,0,0.0,1,0
1945 S LOWELL ST,585000,585000.0,1,585000
1946 N CLEVELAND ST 00001,835000,835000.0,1,835000
1947 N CALVERT ST 00001,570157,570157.0,1,570157
1947 N CLEVELAND ST,0,0.0,1,0
1947 N UHLE ST,106000000,53000000.0,2,106000000
1947 N VERMONT ST,1954000,651333.3333333334,3,1954000
1947 N WOODLEY ST,840000,840000.0,1,840000
1948 N CLEVELAND ST 00001,0,0.0,1,0
1949 N EMERSON ST,0,0.0,1,0
1950 N CLEVELAND ST 00001,595000,595000.0,1,595000
1950 N EDISON ST,1850000,1850000.0,1,1850000
1951 N CALVERT ST 00001,651100,651100.0,1,651100
1952 N CLEVELAND ST 00001,1405000,702500.0,2,1405000
1953 N EMERSON ST,0,0.0,1,0
1953 N VERMONT ST,896604,448302.0,2,896604
1955 N CALVERT ST 00001,680000,680000.0,1,680000
1955 S KENMORE ST,690000,690000.0,1,690000
1956 N CLEVELAND ST 00001,525000,525000.0,1,525000
1956 N VERMONT ST,1400000,1400000.0,1,1400000
1957 COLUMBIA PIKE,110975000,110975000.0,1,110975000
1957 N CALVERT ST 00001,850000,850000.0,1,850000
1957 S KENMORE ST,1025000,1025000.0,1,1025000
1958 N CLEVELAND ST 00001,569000,569000.0,1,569000
1958 N WOODROW ST,882000,882000.0,1,882000
1959 N CULPEPER ST,1070000,1070000.0,1,1070000
1962 N CULPEPER ST,0,0.0,1,0
1967 N ADAMS ST,1065000,1065000.0,1,1065000
1969 N ADAMS ST,0,0.0,1,0
1971 S GEORGE MASON DR,635000,635000.0,1,635000
1977 N ADAMS ST,0,0.0,1,0
1981 N ADAMS ST,950000,950000.0,1,950000
1985 N ADAMS ST,0,0.0,1,0
1987 N ADAMS ST,925000,925000.0,1,925000
1990 N CULPEPER ST,0,0.0,1,0
1991 N ADAMS ST,1900000,950000.0,2,1900000
1999 RICHMOND HWY,65800000,21933333.333333332,3,65800000
19th RD N,4740904,1185226.0,4,4740904
19th ST N,268984200,29887133.333333332,9,268984200
19th ST S,1730500,288416.6666666667,6,1730500
1st RD N,0,0.0,1,0
1st ST S,0,0.0,1,0
2 N MONTAGUE ST,0,0.0,1,0
2 S FILLMORE ST,740000,370000.0,2,740000
2 S MONTANA ST,608000,152000.0,4,608000
20 N EDISON ST,775000,775000.0,1,775000
20 N HIGHLAND ST,0,0.0,1,0
20 N THOMAS ST,2191709,1095854.5,2,2191709
20 S ABINGDON ST,755000,755000.0,1,755000
20 S MONTANA ST,650000,650000.0,1,650000
20 S OLD GLEBE RD 1-A,230000,230000.0,1,230000
20 S OLD GLEBE RD 104-A,0,0.0,1,0
20 S OLD GLEBE RD 106-A,0,0.0,2,0
20 S OLD GLEBE RD 201-A,235000,235000.0,1,235000
20 S PERSHING DR,882500,882500.0,1,882500
200 N CLEVELAND ST,969900,484950.0,2,969900
200 N GALVESTON ST,0,0.0,1,0
200 N GEORGE MASON DR 200-1,240000,240000.0,1,240000
200 N GEORGE MASON DR 200-2,240000,240000.0,1,240000
200 N GEORGE MASON DR 200-3,239900,239900.0,1,239900
200 N PARK DR,0,0.0,1,0
200 N TRENTON ST 200-4,330400,330400.0,1,330400
200 S WAYNE ST,0,0.0,1,0
2000 15th ST N,103268869,51634434.5,2,103268869
2000 2nd ST S,2900000,2900000.0,1,2900000
2000 6th ST S,1200000,1200000.0,1,1200000
2000 CLARENDON BLVD,1150000,191666.66666666666,6,1150000
2000 CLARENDON BLVD 1001,1342475,191782.14285714287,7,1342475
2000 CLARENDON BLVD 1002,1735745,247963.57142857142,7,1735745
2000 CLARENDON BLVD 1003,554375,92395.83333333333,6,554375
2000 CLARENDON BLVD 1004,1629015,232716.42857142858,7,1629015
2000 CLARENDON BLVD 1005,808110,134685.0,6,808110
2000 CLARENDON BLVD 1006,1100400,157200.0,7,1100400
2000 CLARENDON BLVD 1007,534840,89140.0,6,534840
2000 CLARENDON BLVD 101,1713790,244827.14285714287,7,1713790
2000 CLARENDON BLVD 1101,761830,126971.66666666667,6,761830
2000 CLARENDON BLVD 1102,1266900,211150.0,6,1266900
2000 CLARENDON BLVD 1104,516725,86120.83333333333,6,516725
2000 CLARENDON BLVD 1105,1500645,250107.5,6,1500645
2000 CLARENDON BLVD 1106,554445,92407.5,6,554445
2000 CLARENDON BLVD 1107,548900,91483.33333333333,6,548900
2000 CLARENDON BLVD 1201,672255,112042.5,6,672255
2000 CLARENDON BLVD 1202,1247695,207949.16666666666,6,1247695
2000 CLARENDON BLVD 1204,1043350,149050.0,7,1043350
2000 CLARENDON BLVD 1205,1499420,249903.33333333334,6,1499420
2000 CLARENDON BLVD 1206,558470,93078.33333333333,6,558470
2000 CLARENDON BLVD 1207,538980,89830.0,6,538980
2000 CLARENDON BLVD 1301,699900,116650.0,6,699900
2000 CLARENDON BLVD 1302,1244820,207470.0,6,1244820
2000 CLARENDON BLVD 1304,528325,88054.16666666667,6,528325
2000 CLARENDON BLVD 1305,1552920,258820.0,6,1552920
2000 CLARENDON BLVD 1306,574830,95805.0,6,574830
2000 CLARENDON BLVD 1307,561365,93560.83333333333,6,561365
2000 CLARENDON BLVD 201,761315,126885.83333333333,6,761315
2000 CLARENDON BLVD 202,756775,126129.16666666667,6,756775
2000 CLARENDON BLVD 203,785010,157002.0,5,785010
2000 CLARENDON BLVD 206,556750,92791.66666666667,6,556750
2000 CLARENDON BLVD 207,544130,90688.33333333333,6,544130
2000 CLARENDON BLVD 301,641605,106934.16666666667,6,641605
2000 CLARENDON BLVD 302,757650,126275.0,6,757650
2000 CLARENDON BLVD 303,541045,90174.16666666667,6,541045
2000 CLARENDON BLVD 304,369300,73860.0,5,369300
2000 CLARENDON BLVD 305,839500,119928.57142857143,7,839500
2000 CLARENDON BLVD 306,536795,89465.83333333333,6,536795
2000 CLARENDON BLVD 307,533720,88953.33333333333,6,533720
2000 CLARENDON BLVD 401,646005,107667.5,6,646005
2000 CLARENDON BLVD 402,732935,122155.83333333333,6,732935
2000 CLARENDON BLVD 403,527895,105579.0,5,527895
2000 CLARENDON BLVD 404,369300,73860.0,5,369300
2000 CLARENDON BLVD 405,791560,131926.66666666666,6,791560
2000 CLARENDON BLVD 406,533175,88862.5,6,533175
2000 CLARENDON BLVD 407,503165,83860.83333333333,6,503165
2000 CLARENDON BLVD 501,639755,106625.83333333333,6,639755
2000 CLARENDON BLVD 502,772835,128805.83333333333,6,772835
2000 CLARENDON BLVD 503,520780,86796.66666666667,6,520780
2000 CLARENDON BLVD 504,772440,110348.57142857143,7,772440
2000 CLARENDON BLVD 505,1711985,244569.2857142857,7,1711985
2000 CLARENDON BLVD 506,544780,90796.66666666667,6,544780
2000 CLARENDON BLVD 507,503100,71871.42857142857,7,503100
2000 CLARENDON BLVD 601,647580,92511.42857142857,7,647580
2000 CLARENDON BLVD 602,807030,134505.0,6,807030
2000 CLARENDON BLVD 603,1088245,155463.57142857142,7,1088245
2000 CLARENDON BLVD 604,735565,122594.16666666667,6,735565
2000 CLARENDON BLVD 605,797115,113873.57142857143,7,797115
2000 CLARENDON BLVD 606,526900,87816.66666666667,6,526900
2000 CLARENDON BLVD 607,522705,87117.5,6,522705
2000 CLARENDON BLVD 701,685925,114320.83333333333,6,685925
2000 CLARENDON BLVD 702,768910,128151.66666666667,6,768910
2000 CLARENDON BLVD 703,527300,87883.33333333333,6,527300
2000 CLARENDON BLVD 704,740415,123402.5,6,740415
2000 CLARENDON BLVD 705,836795,139465.83333333334,6,836795
2000 CLARENDON BLVD 706,527345,87890.83333333333,6,527345
2000 CLARENDON BLVD 707,525380,75054.28571428571,7,525380
2000 CLARENDON BLVD 801,638570,91224.28571428571,7,638570
2000 CLARENDON BLVD 802,1610500,230071.42857142858,7,1610500
2000 CLARENDON BLVD 803,534615,89102.5,6,534615
2000 CLARENDON BLVD 804,788890,131481.66666666666,6,788890
2000 CLARENDON BLVD 805,1742560,248937.14285714287,7,1742560
2000 CLARENDON BLVD 806,545345,90890.83333333333,6,545345
2000 CLARENDON BLVD 807,308400,61680.0,5,308400
2000 CLARENDON BLVD 901,687845,98263.57142857143,7,687845
2000 CLARENDON BLVD 902,846535,141089.16666666666,6,846535
2000 CLARENDON BLVD 903,561845,93640.83333333333,6,561845
2000 CLARENDON BLVD 904,801815,133635.83333333334,6,801815
2000 CLARENDON BLVD 905,835575,119367.85714285714,7,835575
2000 CLARENDON BLVD 906,570450,81492.85714285714,7,570450
2000 CLARENDON BLVD 907,308400,61680.0,5,308400
2000 CLARENDON BLVD PH01,717955,102565.0,7,717955
2000 CLARENDON BLVD PH02,1404000,200571.42857142858,7,1404000
2000 CLARENDON BLVD PH04,539925,89987.5,6,539925
2000 CLARENDON BLVD PH05,1670150,208768.75,8,1670150
2000 CLARENDON BLVD PH06,583750,83392.85714285714,7,583750
2000 CLARENDON BLVD PH07,567580,81082.85714285714,7,567580
2000 N BUCHANAN CT,785000,785000.0,1,785000
2000 N CULPEPER ST,730000,243333.33333333334,3,730000
2000 N GLEBE RD,4971682,4971682.0,1,4971682
2000 N ILLINOIS ST,837000,837000.0,1,837000
2000 N MADISON ST,1377000,1377000.0,1,1377000
2000 N POWHATAN ST,1545000,1545000.0,1,1545000
2000 N VANCE ST,750000,750000.0,1,750000
2000 N WOODSTOCK ST,872000,436000.0,2,872000
2000 RICHMOND HWY,25621700,25621700.0,1,25621700
2000 S LANGLEY ST,1575000,525000.0,3,1575000
2000 S LOWELL ST,0,0.0,1,0
2000 S POLLARD ST,665000,665000.0,1,665000
2000 S RANDOLPH ST,720000,720000.0,1,720000
2001 15th ST N 1004,2107900,702633.3333333334,3,2107900
2001 15th ST N 1008,887500,443750.0,2,887500
2001 15th ST N 1009,710000,710000.0,1,710000
2001 15th ST N 101,430000,430000.0,1,430000
2001 15th ST N 1011,979000,979000.0,1,979000
2001 15th ST N 1013,825000,825000.0,1,825000
2001 15th ST N 105,0,0.0,1,0
2001 15th ST N 107,45500,15166.666666666666,3,45500
2001 15th ST N 109,705000,705000.0,1,705000
2001 15th ST N 110,460000,460000.0,1,460000
2001 15th ST N 1101,815000,815000.0,1,815000
2001 15th ST N 1104,1450000,1450000.0,1,1450000
2001 15th ST N 1106,1220000,1220000.0,1,1220000
2001 15th ST N 1109,749900,749900.0,1,749900
2001 15th ST N 111,0,0.0,1,0
2001 15th ST N 1111,1965000,982500.0,2,1965000
2001 15th ST N 1113,880000,880000.0,1,880000
2001 15th ST N 1114,1590000,795000.0,2,1590000
2001 15th ST N 112,5025000,2512500.0,2,5025000
2001 15th ST N 113,449000,449000.0,1,449000
2001 15th ST N 1201,0,0.0,1,0
2001 15th ST N 1202,1000000,1000000.0,1,1000000
2001 15th ST N 1203,1190000,595000.0,2,1190000
2001 15th ST N 1207,1525000,1525000.0,1,1525000
2001 15th ST N 1209,0,0.0,1,0
2001 15th ST N 1213,1502500,751250.0,2,1502500
2001 15th ST N 1405,0,0.0,1,0
2001 15th ST N 1407,0,0.0,1,0
2001 15th ST N 1410,710000,710000.0,1,710000
2001 15th ST N 1411,1005642,1005642.0,1,1005642
2001 15th ST N 1412,948100,948100.0,1,948100
2001 15th ST N 1414,850000,850000.0,1,850000
2001 15th ST N 1506,1550000,1550000.0,1,1550000
2001 15th ST N 1507,2000000,1000000.0,2,2000000
2001 15th ST N 1509,749000,749000.0,1,749000
2001 15th ST N 1610,1425000,356250.0,4,1425000
2001 15th ST N 1612,1600000,800000.0,2,1600000
2001 15th ST N 202,0,0.0,2,0
2001 15th ST N 203,460000,460000.0,1,460000
2001 15th ST N 205,510000,510000.0,1,510000
2001 15th ST N 211,815000,815000.0,1,815000
2001 15th ST N 212,4985000,2492500.0,2,4985000
2001 15th ST N 214,437500,437500.0,1,437500
2001 15th ST N 215,440000,440000.0,1,440000
2001 15th ST N 218,5100000,2550000.0,2,5100000
2001 15th ST N 219,458000,458000.0,1,458000
2001 15th ST N 220,855000,427500.0,2,855000
2001 15th ST N 222,860000,430000.0,2,860000
2001 15th ST N 223,4969900,2484950.0,2,4969900
2001 15th ST N 301,368000,368000.0,1,368000
2001 15th ST N 306,0,0.0,1,0
2001 15th ST N 309,700000,350000.0,2,700000
2001 15th ST N 311,785000,785000.0,1,785000
2001 15th ST N 312,5102252,2551126.0,2,5102252
2001 15th ST N 313,0,0.0,1,0
2001 15th ST N 314,420000,420000.0,1,420000
2001 15th ST N 316,450000,450000.0,1,450000
2001 15th ST N 318,5099900,2549950.0,2,5099900
2001 15th ST N 319,474900,474900.0,1,474900
2001 15th ST N 323,4969900,2484950.0,2,4969900
2001 15th ST N 401,345000,345000.0,1,345000
2001 15th ST N 402,449000,449000.0,1,449000
2001 15th ST N 406,795000,795000.0,1,795000
2001 15th ST N 408,32000,10666.666666666666,3,32000
2001 15th ST N 409,709000,709000.0,1,709000
2001 15th ST N 410,680000,680000.0,1,680000
2001 15th ST N 412,5008000,1669333.3333333333,3,5008000
2001 15th ST N 413,350000,350000.0,1,350000
2001 15th ST N 415,458000,458000.0,1,458000
2001 15th ST N 418,5105000,2552500.0,2,5105000
