street name,max_sale_amount,avg_sale_amount,num_of_sales,total_sale_amount
3048 S ABINGDON ST A2,440000,220000.0,2,440000
3048 S BUCHANAN ST B2,787900,262633.3333333333,3,787900
3048 S BUCHANAN ST C1,0,0.0,1,0
3049 MILITARY RD,1335000,1335000.0,1,1335000
3049 S BUCHANAN ST C1,435000,435000.0,1,435000
305 10th ST S,0,0.0,1,0
305 N GALVESTON ST,776000,776000.0,1,776000
305 N LINCOLN ST,1410000,1410000.0,1,1410000
305 N MANCHESTER ST,866000,288666.6666666667,3,866000
3050 S ABINGDON ST A1,0,0.0,1,0
3050 S ABINGDON ST A2,0,0.0,2,0
3050 S ABINGDON ST B2,0,0.0,1,0
3050 S ABINGDON ST C2,0,0.0,1,0
3050 S BUCHANAN ST B2,394500,394500.0,1,394500
3050 S BUCHANAN ST C1,490000,490000.0,1,490000
3051 N OXFORD ST,1126000,1126000.0,1,1126000
3051 S COLUMBUS ST,640000,640000.0,1,640000
3052 S ABINGDON ST A2,547000,547000.0,1,547000
3052 S BUCHANAN ST A1,560000,560000.0,1,560000
3052 S BUCHANAN ST A2,530000,530000.0,1,530000
3052 S BUCHANAN ST C1,866122,433061.0,2,866122
3053 N HARRISON ST,980000,980000.0,1,980000
3054 S ABINGDON ST,510000,510000.0,1,510000
3054 S GLEBE RD,715000,715000.0,1,715000
3055 N QUINCY ST,3815000,1907500.0,2,3815000
3056 S ABINGDON ST,515000,515000.0,1,515000
3057 S BUCHANAN ST A1,547500,273750.0,2,547500
3057 S BUCHANAN ST A2,575000,287500.0,2,575000
3057 S BUCHANAN ST B1,404000,404000.0,1,404000
3057 S BUCHANAN ST C1,0,0.0,1,0
3057 S BUCHANAN ST C2,435000,435000.0,1,435000
3058 S ABINGDON ST A2,450000,450000.0,1,450000
3058 S ABINGDON ST B1,310000,310000.0,1,310000
3058 S ABINGDON ST B2,0,0.0,1,0
3058 S ABINGDON ST C1,239000,239000.0,1,239000
3059 MILITARY RD,0,0.0,1,0
3059 S ABINGDON ST A1,505000,505000.0,1,505000
3059 S ABINGDON ST B2,440000,440000.0,1,440000
3059 S BUCHANAN ST A2,555000,277500.0,2,555000
3059 S BUCHANAN ST B2,382500,382500.0,1,382500
306 N IRVING ST,0,0.0,1,0
306 N MADISON ST,0,0.0,1,0
306 N NELSON ST,0,0.0,1,0
306 S FILLMORE ST,0,0.0,1,0
306 S GLEBE RD,650000,650000.0,1,650000
3060 N OXFORD ST,1305000,1305000.0,1,1305000
3060 S BUCHANAN ST,625000,625000.0,1,625000
3060 S WOODROW ST,560000,560000.0,1,560000
3061 N OAKLAND ST,1644687,1644687.0,1,1644687
3061 N POLLARD ST,2236000,2236000.0,1,2236000
3061 N QUINCY ST,992000,248000.0,4,992000
3062 S BUCHANAN ST B1,273877,136938.5,2,273877
3062 S BUCHANAN ST B2,265000,132500.0,2,265000
3062 S BUCHANAN ST C1,370000,370000.0,1,370000
3063 N OXFORD ST,0,0.0,1,0
3063 N POLLARD ST,0,0.0,1,0
3063 S WOODROW ST,555000,555000.0,1,555000
3064 S BUCHANAN ST,619900,309950.0,2,619900
3064 S GLEBE RD,740000,740000.0,1,740000
3064 S WOODROW ST,740000,740000.0,1,740000
3065 S ABINGDON ST,490000,245000.0,2,490000
3065 S WOODROW ST,525000,525000.0,1,525000
3067 S ABINGDON ST,550000,550000.0,1,550000
3067 S BUCHANAN ST,425000,425000.0,1,425000
3068 S ABINGDON ST,480000,240000.0,2,480000
3068 S GLEBE RD,760000,760000.0,1,760000
3068 S WOODROW ST,564900,564900.0,1,564900
307 S BARTON ST,0,0.0,1,0
3070 S ABINGDON ST,555000,555000.0,1,555000
3070 S GLEBE RD,0,0.0,2,0
3070 S WOODROW ST,505000,505000.0,1,505000
3071 S ABINGDON ST,0,0.0,1,0
3071 S BUCHANAN ST A1,1095000,547500.0,2,1095000
3071 S BUCHANAN ST B2,413000,413000.0,1,413000
3072 N OAKLAND ST,1100000,1100000.0,1,1100000
3073 S BUCHANAN ST A1,0,0.0,1,0
3073 S WOODROW ST,571000,571000.0,1,571000
3074 S ABINGDON ST A1,485000,242500.0,2,485000
3074 S ABINGDON ST B2,312000,312000.0,1,312000
3074 S ABINGDON ST C2,365000,365000.0,1,365000
3074 S GLEBE RD,810000,810000.0,1,810000
3075 N POLLARD ST,0,0.0,1,0
3075 S ABINGDON ST,552500,552500.0,1,552500
3076 S WOODROW ST B1,311000,311000.0,1,311000
3076 S WOODROW ST B2,0,0.0,1,0
3077 N QUINCY ST,1727500,1727500.0,1,1727500
3077 S WOODROW ST,1775000,591666.6666666666,3,1775000
3078 S ABINGDON ST A2,0,0.0,1,0
3078 S GLEBE RD,730000,730000.0,1,730000
3079 S BUCHANAN ST A1,0,0.0,1,0
3079 S BUCHANAN ST B2,400500,400500.0,1,400500
3079 S BUCHANAN ST C1,435500,435500.0,1,435500
3079 S BUCHANAN ST C2,430000,430000.0,1,430000
308 N GREENBRIER ST,0,0.0,2,0
308 S FILLMORE ST,950000,950000.0,1,950000
308 S GARFIELD ST,0,0.0,2,0
308 S JACKSON ST,889900,889900.0,1,889900
308 S VEITCH ST,0,0.0,2,0
3080 N POLLARD ST,2295000,1147500.0,2,2295000
3080 N QUINCY ST,0,0.0,1,0
3080 S ABINGDON ST A1,427000,427000.0,1,427000
3080 S ABINGDON ST A2,420000,420000.0,1,420000
3080 S ABINGDON ST B1,333000,166500.0,2,333000
3080 S ABINGDON ST B2,329500,329500.0,1,329500
3081 N POLLARD ST,2200000,2200000.0,1,2200000
3081 N QUINCY ST,1899900,1899900.0,1,1899900
3082 S ABINGDON ST A1,543000,543000.0,1,543000
3082 S WOODROW ST A2,0,0.0,1,0
3087 S WOODROW ST,485000,485000.0,1,485000
3088 S ABINGDON ST,580000,580000.0,1,580000
3088 S WOODROW ST,584500,292250.0,2,584500
3089 S WOODROW ST,549500,549500.0,1,549500
309 N EDISON ST,0,0.0,1,0
309 N FILLMORE ST,2350000,2350000.0,1,2350000
309 N GREENBRIER ST,1194000,1194000.0,1,1194000
309 N UPTON CT,1145000,1145000.0,1,1145000
309 S COURTHOUSE RD,0,0.0,1,0
309 S HIGHLAND ST,870000,870000.0,1,870000
309 S VEITCH ST,537500,537500.0,1,537500
3091 S ABINGDON ST,465000,465000.0,1,465000
3093 S ABINGDON ST,580000,580000.0,1,580000
3093 S WOODROW ST,562000,562000.0,1,562000
3094 S WOODROW ST,1070000,535000.0,2,1070000
3096 S WOODROW ST,485000,485000.0,1,485000
3099 S ABINGDON ST,526999,526999.0,1,526999
30th ST N,10500,5250.0,2,10500
31 N JACKSON ST,5055000,2527500.0,2,5055000
31 N OAKLAND ST,975000,975000.0,1,975000
31 N TRENTON ST,7966008,1593201.6,5,7966008
31 S ABERDEEN ST,0,0.0,1,0
310 N BARTON ST,965000,965000.0,1,965000
310 N FILLMORE ST,1675000,1675000.0,1,1675000
310 S HARRISON ST,1587500,529166.6666666666,3,1587500
310 S ILLINOIS ST,500000,500000.0,1,500000
3100 13th ST S,0,0.0,1,0
3100 17th ST N,0,0.0,2,0
3100 19th ST S,0,0.0,2,0
3100 1st ST N,1575000,1575000.0,1,1575000
3100 5th ST N,1685000,1685000.0,1,1685000
3100 6th ST S,0,0.0,1,0
3100 ARLINGTON BLVD,1160000,1160000.0,1,1160000
3100 LANGSTON BLVD,7200000,7200000.0,1,7200000
3100 N DINWIDDIE ST,1995000,1995000.0,1,1995000
3100 N INGLEWOOD ST,0,0.0,1,0
3100 N NELSON ST,1999000,1999000.0,1,1999000
3100 N NOTTINGHAM ST,0,0.0,2,0
3100 N OXFORD ST,2350000,1175000.0,2,2350000
3100 N PEARY ST,0,0.0,1,0
3100 N ROCHESTER ST,1850000,1850000.0,1,1850000
3100 N TORONTO ST,1020000,340000.0,3,1020000
3100 S FOX ST,0,0.0,1,0
3100 S GROVE ST,583100,583100.0,1,583100
3100 S HAYES ST,0,0.0,1,0
3100 S HILL ST,490000,490000.0,1,490000
3101 17th RD S,0,0.0,1,0
3101 4th ST N,2750000,1375000.0,2,2750000
3101 6th ST S,0,0.0,2,0
3101 MILITARY RD,926900,926900.0,1,926900
3101 N HARRISON ST,1357000,678500.0,2,1357000
3101 N TAYLOR ST,1680000,1680000.0,1,1680000
3101 N THOMAS ST,1099000,1099000.0,1,1099000
3101 S HIGH ST,608000,608000.0,1,608000
3101 WILSON BLVD,128750000,128750000.0,1,128750000
3102 S HIGH ST,1407500,703750.0,2,1407500
3103 10th ST N 200,1450000,1450000.0,1,1450000
3103 19th ST S,850000,850000.0,1,850000
3103 2nd ST S,800000,800000.0,1,800000
3103 9th ST N,0,0.0,1,0
3103 KEY BLVD,0,0.0,1,0
3103 N DINWIDDIE ST,1575000,1575000.0,1,1575000
3103 S HIGH ST,662500,662500.0,1,662500
3104 19th ST S,1730000,865000.0,2,1730000
3104 6th ST S,0,0.0,1,0
3105 13th ST S,600000,300000.0,2,600000
3105 17th RD S,781000,781000.0,1,781000
3105 N DINWIDDIE ST,1350000,1350000.0,1,1350000
3105 S HAYES ST,0,0.0,2,0
3105 S HIGH ST,560000,140000.0,4,560000
3106 12th ST S,0,0.0,1,0
3106 17th ST S,660000,660000.0,1,660000
3106 JOHN MARSHALL DR,0,0.0,1,0
3106 MILITARY RD,1503106,1503106.0,1,1503106
3106 N GLEBE RD,1385000,1385000.0,1,1385000
3106 S FOX ST,0,0.0,1,0
3106 S HILL ST,680000,680000.0,1,680000
3107 14th ST S,0,0.0,1,0
3107 18th ST N,1450000,725000.0,2,1450000
3107 19th ST S,0,0.0,1,0
3107 9th RD N,835000,835000.0,1,835000
3107 N OXFORD ST,1233107,1233107.0,1,1233107
3107 N TAYLOR ST,1160000,1160000.0,1,1160000
3108 24th ST S,0,0.0,1,0
3108 4th ST N,0,0.0,1,0
3108 5th ST N,0,0.0,1,0
3108 6th ST N,2709000,1354500.0,2,2709000
3108 COLUMBIA PIKE,9550000,3183333.3333333335,3,9550000
3108 N UNDERWOOD ST,950000,475000.0,2,950000
3108 S HAYES ST,599000,599000.0,1,599000
3109 13th ST S,695000,695000.0,1,695000
3109 14th ST S,860000,860000.0,1,860000
3109 2nd ST N,1450000,1450000.0,1,1450000
3109 MILITARY RD,1050000,1050000.0,1,1050000
3109 N NELSON ST,1000000,1000000.0,1,1000000
3109 N NOTTINGHAM ST,3200000,1600000.0,2,3200000
3109 N TORONTO ST,0,0.0,1,0
3109 S GROVE ST,720000,720000.0,1,720000
311 N BARTON ST,835000,835000.0,1,835000
311 N BRYAN ST,950000,950000.0,1,950000
311 N JACKSON ST,0,0.0,1,0
311 N OXFORD ST,780000,780000.0,1,780000
311 S BARTON ST,800001,400000.5,2,800001
311 S CARLIN SPRINGS RD,0,0.0,1,0
311 S EDGEWOOD ST,1395000,697500.0,2,1395000
311 S ILLINOIS ST,750000,750000.0,1,750000
311 S TAYLOR ST,0,0.0,1,0
3110 1st ST N,1450000,1450000.0,1,1450000
3110 8th ST N,0,0.0,2,0
3110 A 9th RD N,1050000,1050000.0,1,1050000
3110 MILITARY RD,0,0.0,1,0
3110 N POLLARD ST,0,0.0,2,0
3110 N THOMAS ST,1645000,1645000.0,1,1645000
3111 14th ST S,0,0.0,1,0
3111 19th ST S,700500,350250.0,2,700500
3111 1st PL N,0,0.0,1,0
3111 4th ST N,0,0.0,1,0
3111 7th ST N,0,0.0,2,0
3111 9th RD N,1300000,1300000.0,1,1300000
3111 COLUMBIA PIKE,0,0.0,1,0
3111 N MONROE ST,0,0.0,1,0
3111 N TAYLOR ST,1750000,1750000.0,1,1750000
3111 S HIGH ST,755000,755000.0,1,755000
3112 13th RD S,0,0.0,1,0
3112 13th ST S,689000,689000.0,1,689000
3112 24th ST S,0,0.0,1,0
3112 9th ST N,1657078,1657078.0,1,1657078
3112 N PEARY ST,1700000,1700000.0,1,1700000
3112 N TRINIDAD ST,0,0.0,1,0
3112 S FOX ST,540000,540000.0,1,540000
3112 S GROVE ST,0,0.0,1,0
3112 S HIGH ST,704000,704000.0,1,704000
3113 9th ST N,1261000,1261000.0,1,1261000
3113 N 10th ST 140AS,775000,775000.0,1,775000
3113 N OXFORD ST,1150000,1150000.0,1,1150000
3113 N PERSHING DR,1220000,1220000.0,1,1220000
3113 S FOX ST,580000,580000.0,1,580000
3113 S HAYES ST,552000,552000.0,1,552000
3114 1st ST N,3550000,1183333.3333333333,3,3550000
3114 2nd ST S,825000,825000.0,1,825000
3114 N PERSHING DR,1330000,1330000.0,1,1330000
3114 S FOX ST,0,0.0,1,0
3115 13th RD S,505000,252500.0,2,505000
3115 1st PL N,1192000,596000.0,2,1192000
3115 7th ST S,917001,458500.5,2,917001
3115 S FOX ST,487500,487500.0,1,487500
3115 S HAYES ST,550000,550000.0,1,550000
3116 14th ST S,655000,655000.0,1,655000
3116 1st PL N,1075000,1075000.0,1,1075000
3116 2nd RD N,0,0.0,1,0
3116 7th ST N,1670000,1670000.0,1,1670000
3116 9th ST N,1785000,892500.0,2,1785000
3116 N NELSON ST,2235000,2235000.0,1,2235000
3117 13th RD S,575000,575000.0,1,575000
3117 14th ST S,0,0.0,2,0
3117 1st ST N,0,0.0,1,0
3117 24th ST S,0,0.0,1,0
3117 5th ST N,0,0.0,1,0
3117 8th ST N,0,0.0,1,0
3117 N NOTTINGHAM ST,0,0.0,2,0
3118 17th ST N,1925000,1925000.0,1,1925000
3118 1st ST N,0,0.0,1,0
3118 7th ST S,0,0.0,1,0
3118 8th ST N,0,0.0,1,0
3118 9th RD N,1965000,982500.0,2,1965000
3118 KEY BLVD,1236600,1236600.0,1,1236600
3118 N HARRISON ST,990000,990000.0,1,990000
3118 N PEARY ST,0,0.0,1,0
3119 7th ST S,1410000,705000.0,2,1410000
3119 N QUINCY ST,1610000,1610000.0,1,1610000
3119 N THOMAS ST,1225000,408333.3333333333,3,1225000
312 N EDISON ST,0,0.0,1,0
312 N GEORGE MASON DR,1190000,1190000.0,1,1190000
312 S ABINGDON ST,767500,767500.0,1,767500
312 S FENWICK ST,0,0.0,1,0
312 S IRVING ST,910000,910000.0,1,910000
312 S TAYLOR ST,0,0.0,1,0
3120 15th ST S,735000,735000.0,1,735000
3120 5th ST N,1730300,1730300.0,1,1730300
3120 8th ST N,975000,975000.0,1,975000
3120 ARLINGTON BLVD,799000,799000.0,1,799000
3120 N INGLEWOOD ST,2200000,2200000.0,1,2200000
3120 N PERSHING DR,1700000,1700000.0,1,1700000
3120 N POLLARD ST,1050000,1050000.0,1,1050000
3120 N THOMAS ST,1085000,542500.0,2,1085000
3121 12th ST S,1040000,1040000.0,1,1040000
3121 17th ST S,450000,450000.0,1,450000
3121 1st RD N,1320000,1320000.0,1,1320000
3121 1st ST N,1130000,1130000.0,1,1130000
3121 24th ST S,975000,487500.0,2,975000
3121 N PERSHING DR,0,0.0,2,0
3122 18th ST N,1863000,1863000.0,1,1863000
3122 1st ST N,1260000,1260000.0,1,1260000
3122 N NOTTINGHAM ST,0,0.0,1,0
3123 14th ST S,0,0.0,1,0
3123 17th ST N,1360000,1360000.0,1,1360000
3123 17th ST S,470000,470000.0,1,470000
3123 7th ST N,0,0.0,1,0
3123 7th ST S,0,0.0,1,0
3123 KEY BLVD,4816509,2408254.5,2,4816509
3124 9th ST N,0,0.0,1,0
3124 N NELSON ST,0,0.0,1,0
3124 N PERSHING DR,0,0.0,2,0
3125 12th ST S,1113000,556500.0,2,1113000
3125 1st PL N,950000,950000.0,1,950000
3125 8th ST N,1100000,1100000.0,1,1100000
3125 ARLINGTON BLVD,0,0.0,1,0
3125 N ABINGDON ST,0,0.0,1,0
3126 17th ST S,650000,650000.0,1,650000
3127 13th ST S,0,0.0,1,0
3127 18th ST N,2795000,2795000.0,1,2795000
3127 N POLLARD ST,1335000,1335000.0,1,1335000
3127 S STAFFORD ST,510000,510000.0,1,510000
3128 KEY BLVD,1703000,1703000.0,1,1703000
3128 N POLLARD ST,1552500,776250.0,2,1552500
3129 8th ST N,0,0.0,1,0
3129 9th RD N,1285000,1285000.0,1,1285000
3129 9th ST N,0,0.0,2,0
3129 ARLINGTON BLVD,1812000,906000.0,2,1812000
3129 KEY BLVD,1601000,1601000.0,1,1601000
3129 S STAFFORD ST,1404900,702450.0,2,1404900
313 N FILLMORE ST,3238646,1619323.0,2,3238646
313 N GRANADA ST,0,0.0,1,0
313 N IRVING ST,0,0.0,2,0
313 N KENMORE ST,1330000,1330000.0,1,1330000
313 S COURTHOUSE RD,660000,330000.0,2,660000
313 S WAYNE ST,605000,605000.0,1,605000
3130 LANGSTON BLVD,9850000,3283333.3333333335,3,9850000
3130 N HARRISON ST,1148000,1148000.0,1,1148000
3130 N PIEDMONT ST,2030000,1015000.0,2,2030000
3131 14th ST S,1720000,860000.0,2,1720000
3131 9th RD N 11,880000,880000.0,1,880000
3131 9th RD N 22,0,0.0,1,0
3131 9th RD N 23,770000,385000.0,2,770000
3131 9th RD N 24,820000,820000.0,1,820000
3131 9th RD N 32,819900,819900.0,1,819900
3131 9th RD N 41,800000,800000.0,1,800000
3131 9th RD N 42,807000,807000.0,1,807000
3131 9th ST N,965000,965000.0,1,965000
3131 N ABINGDON ST,2500000,1250000.0,2,2500000
3131 N MONROE ST,1350000,1350000.0,1,1350000
3131 N PIEDMONT ST,1400000,1400000.0,1,1400000
3131 N WAKEFIELD ST,0,0.0,1,0
3131 WILSON BLVD,0,0.0,1,0
3132 N MONROE ST,0,0.0,2,0
3133 9th RD N,1260000,1260000.0,1,1260000
3133 N PIEDMONT ST,2850000,2850000.0,1,2850000
3133 N QUINCY ST,0,0.0,1,0
3133 S GLEBE RD,550000,550000.0,1,550000
3134 18th ST N,1350000,1350000.0,1,1350000
3134 N PIEDMONT ST,3530000,1176666.6666666667,3,3530000
3135 17th ST N,1595000,797500.0,2,1595000
3136 N QUINCY ST,1600000,1600000.0,1,1600000
3137 KEY BLVD,2200000,2200000.0,1,2200000
3137 S GLEBE RD,700000,700000.0,1,700000
3139 14th ST S,1490000,745000.0,2,1490000
3139 18th ST N,0,0.0,1,0
3139 7th ST N,1775000,1775000.0,1,1775000
3139 N ABINGDON ST,2145000,2145000.0,1,2145000
314 N BARTON ST,1385000,1385000.0,1,1385000
314 N MANCHESTER ST,0,0.0,1,0
314 S BARTON ST,0,0.0,1,0
314 S VEITCH ST,627900,627900.0,1,627900
3140 N ABINGDON ST,1800000,1800000.0,1,1800000
3141 MILITARY RD,0,0.0,1,0
3141 S GLEBE RD,700000,700000.0,1,700000
3141 S STAFFORD ST,645000,645000.0,1,645000
3145 14th ST S,851500,851500.0,1,851500
3145 S STAFFORD ST,650000,650000.0,1,650000
3147 14th ST S,0,0.0,1,0
3147 MILITARY RD,1130000,1130000.0,1,1130000
3148 18th ST N,0,0.0,2,0
3148 N QUINCY ST,0,0.0,1,0
3149 14th ST S,725000,725000.0,1,725000
315 N GARFIELD ST,1579100,1579100.0,1,1579100
315 S IVY ST,0,0.0,1,0
315 S WAYNE ST,0,0.0,1,0
3150 17th ST N,2100000,2100000.0,1,2100000
3150 N POLLARD ST,4690000,2345000.0,2,4690000
3153 21st ST N,1560000,1560000.0,1,1560000
3153 MILITARY RD,2153990,1076995.0,2,2153990
3153 N QUINCY ST,1350000,1350000.0,1,1350000
3154 20th ST N,0,0.0,3,0
3154 KEY BLVD,0,0.0,1,0
3154 N QUINCY ST,1250000,625000.0,2,1250000
3155 20th ST N,3750000,3750000.0,1,3750000
3155 S STAFFORD ST,589900,589900.0,1,589900
3156 18th ST N,1325000,1325000.0,1,1325000
3156 N POLLARD ST,4800000,2400000.0,2,4800000
3157 19th ST N,0,0.0,2,0
3158 KEY BLVD,1121000,1121000.0,1,1121000
3159 MILITARY RD,875000,875000.0,1,875000
3159 N QUINCY ST,0,0.0,1,0
316 N EDGEWOOD ST,1405000,1405000.0,1,1405000
316 N GEORGE MASON DR,2120000,530000.0,4,2120000
316 N KENMORE ST,1233160,1233160.0,1,1233160
316 S IRVING ST,900000,900000.0,1,900000
316 S TAYLOR ST,0,0.0,1,0
316 S WAYNE ST,650000,650000.0,1,650000
3160 19th ST N,1800000,1800000.0,1,1800000
3160 N QUINCY ST,988000,988000.0,1,988000
3161 20th ST N,1862500,1862500.0,1,1862500
3161 KEY BLVD,2575000,2575000.0,1,2575000
3162 21st ST N,1750000,875000.0,2,1750000
3162 KEY BLVD,4669475,1556491.6666666667,3,4669475
3162 N POLLARD ST,2674200,2674200.0,1,2674200
3163 17th ST N,1890000,1890000.0,1,1890000
3163 N POLLARD ST,1000000,1000000.0,1,1000000
3165 20th ST N,2910735,2910735.0,1,2910735
3165 S STAFFORD ST,445000,445000.0,1,445000
3166 18th ST N,2940000,2940000.0,1,2940000
3166 KEY BLVD,0,0.0,1,0
3166 N QUINCY ST,0,0.0,1,0
3167 17th ST N,0,0.0,1,0
3169 20th ST N,0,0.0,1,0
3169 21st ST N,0,0.0,1,0
3169 KEY BLVD,2575000,2575000.0,1,2575000
3169 N POLLARD ST,1625000,1625000.0,1,1625000
317 N EDGEWOOD ST,0,0.0,1,0
317 N GREENBRIER ST,795000,795000.0,1,795000
317 N MANCHESTER ST,924000,924000.0,1,924000
317 S VEITCH ST,610000,610000.0,1,610000
3170 N QUINCY ST,3010000,3010000.0,1,3010000
3171 17th ST N,1615001,807500.5,2,1615001
3171 WILSON BLVD,0,0.0,2,0
3172 N QUINCY ST,0,0.0,1,0
3173 20th ST N,2760000,1380000.0,2,2760000
3173 S STAFFORD ST,750000,750000.0,1,750000
3176 20th ST N,2210000,2210000.0,1,2210000
3179 17th ST N,1925000,1925000.0,1,1925000
3179 KEY BLVD,1635000,1635000.0,1,1635000
318 N GEORGE MASON DR,1020000,1020000.0,1,1020000
318 N MADISON ST,0,0.0,1,0
318 S VEITCH ST,485000,485000.0,1,485000
3181 S STAFFORD ST,1174000,587000.0,2,1174000
3182 KEY BLVD,1490000,1490000.0,1,1490000
3183 S STAFFORD ST,616000,616000.0,1,616000
3185 S STAFFORD ST,600000,600000.0,1,600000
3185 WILSON BLVD,5500000,5500000.0,1,5500000
3187 17th ST N,2125000,2125000.0,1,2125000
3188 KEY BLVD,3170000,1585000.0,2,3170000
3189 S STAFFORD ST,565000,565000.0,1,565000
319 N OXFORD ST,1150000,1150000.0,1,1150000
319 N UPTON CT,1047500,1047500.0,1,1047500
319 S ABINGDON ST,900000,900000.0,1,900000
319 S ADAMS ST,989830,989830.0,1,989830
319 S FILLMORE ST,0,0.0,1,0
319 S GARFIELD ST,0,0.0,2,0
319 S JACKSON ST,0,0.0,1,0
3190 N QUINCY ST,0,0.0,1,0
3191 17th ST N,1995000,997500.0,2,1995000
3196 N POLLARD ST,3576000,1788000.0,2,3576000
3198 N POLLARD ST,3216000,1608000.0,2,3216000
3199 N POLLARD ST,4084000,1361333.3333333333,3,4084000
31st ST N,0,0.0,1,0
31st ST S,1120200,1120200.0,1,1120200
32 N OAKLAND ST,0,0.0,1,0
32 S ABERDEEN ST,785000,392500.0,2,785000
320 23rd ST S,0,0.0,1,0
320 S IVY ST,365000,365000.0,1,365000
320 S VEITCH ST,575000,575000.0,1,575000
3200 12th ST S,822000,822000.0,1,822000
3200 13th ST S,640000,640000.0,1,640000
3200 14th ST S,0,0.0,2,0
3200 22nd ST N,1295000,1295000.0,1,1295000
3200 4th ST N,0,0.0,1,0
3200 6th ST N,0,0.0,1,0
3200 6th ST S,782500,782500.0,1,782500
3200 N ABINGDON ST,5900000,1966666.6666666667,3,5900000
3200 N VERMONT ST,2230000,2230000.0,1,2230000
3200 WILSON BLVD,4300000,1075000.0,4,4300000
3201 10th ST N,3000000,1500000.0,2,3000000
3201 12th ST S,700000,233333.33333333334,3,700000
3201 13th RD S,0,0.0,1,0
3201 5th ST S,0,0.0,1,0
3201 7th ST S,840000,840000.0,1,840000
3201 9th ST S,0,0.0,1,0
3201 N ABINGDON ST,1420000,1420000.0,1,1420000
3201 N GEORGE MASON DR,1425000,1425000.0,1,1425000
3201 N PERSHING DR,1015000,338333.3333333333,3,1015000
3201 N TACOMA ST,1033000,516500.0,2,1033000
3201 N VERMONT ST,0,0.0,2,0
3201 N VERNON ST,0,0.0,1,0
3201 N WAKEFIELD ST,2650000,1325000.0,2,2650000
3201 S STAFFORD ST A1,507000,507000.0,1,507000
3201 S STAFFORD ST A2,499000,499000.0,1,499000
3201 S STAFFORD ST B2,500000,250000.0,2,500000
3201 WASHINGTON BLVD,0,0.0,3,0
3202 19th RD N,0,0.0,1,0
3203 14th ST S,0,0.0,1,0
3203 9th ST S,0,0.0,1,0
3204 12th ST S,724900,724900.0,1,724900
3204 13th RD S,526500,526500.0,1,526500
3204 13th ST S,1260000,1260000.0,1,1260000
3204 14th ST S,0,0.0,2,0
3204 N TACOMA ST,979000,489500.0,2,979000
3205 7th ST S,935000,467500.0,2,935000
3205 COLUMBIA PIKE,1590000,1590000.0,1,1590000
3205 N COLUMBUS ST,0,0.0,1,0
3205 N PERSHING DR,1527000,1527000.0,1,1527000
3206 13th RD S,602500,602500.0,1,602500
3206 22nd ST N,850000,850000.0,1,850000
3206 23rd ST N,0,0.0,1,0
3206 LANGSTON BLVD,0,0.0,2,0
3206 N GEORGE MASON DR,5494900,2747450.0,2,5494900
3206 N GLEBE RD,1275000,1275000.0,1,1275000
3206 N KENMORE ST,0,0.0,2,0
3206 N KENSINGTON ST,3475000,1737500.0,2,3475000
3206 N TRINIDAD ST,490100,163366.66666666666,3,490100
3207 14th ST S,751000,751000.0,1,751000
3207 19th ST N,0,0.0,1,0
3207 1st RD N,194500,194500.0,1,194500
3207 1st ST N,0,0.0,1,0
3207 7th ST S,815320,407660.0,2,815320
3207 COLUMBIA PIKE,1590000,1590000.0,1,1590000
3207 JOHN MARSHALL DR,1310000,1310000.0,1,1310000
3207 N TACOMA ST,970000,970000.0,1,970000
3207 N TRINIDAD ST,2045000,2045000.0,1,2045000
3207 N WAKEFIELD ST,4150000,2075000.0,2,4150000
3207 S STAFFORD ST,0,0.0,1,0
3208 22nd ST N,1275000,1275000.0,1,1275000
3208 2nd RD N,1140000,1140000.0,1,1140000
3208 6th ST S,1540000,513333.3333333333,3,1540000
3208 7th ST S,1577500,788750.0,2,1577500
3208 9th ST S,515000,257500.0,2,515000
3208 N TACOMA ST,915000,915000.0,1,915000
3209 12th ST S,800000,800000.0,1,800000
3209 13th RD S,599000,599000.0,1,599000
3209 23rd ST N,0,0.0,2,0
3209 9th ST S,515600,515600.0,1,515600
3209 COLUMBIA PIKE,1500000,1500000.0,1,1500000
3209 N COLUMBUS ST,0,0.0,1,0
3209 N TACOMA ST,825000,275000.0,3,825000
321 N MANCHESTER ST,764900,764900.0,1,764900
3210 N VERMONT ST,1300000,650000.0,2,1300000
3211 19th ST N,825000,825000.0,1,825000
3211 1st PL N,0,0.0,1,0
3211 1st RD N,0,0.0,1,0
3211 N ABINGDON ST,4369000,1456333.3333333333,3,4369000
3211 N TACOMA ST,949000,949000.0,1,949000
3211 S GLEBE RD,600000,600000.0,1,600000
3212 13th RD S,570000,570000.0,1,570000
3212 9th ST S,645000,645000.0,1,645000
3212 LANGSTON BLVD,0,0.0,2,0
3212 N GLEBE RD,1226000,1226000.0,1,1226000
3212 N KENMORE ST,0,0.0,1,0
3212 N KENSINGTON ST,3600000,1800000.0,2,3600000
3213 12th ST S,650000,162500.0,4,650000
3213 6th ST S,800000,800000.0,1,800000
3214 13th ST S,0,0.0,1,0
3214 19th ST N,0,0.0,2,0
3214 1st RD N,2320000,773333.3333333334,3,2320000
3214 23rd ST N,0,0.0,3,0
3215 13th RD S,0,0.0,1,0
3215 19th RD N,1250000,1250000.0,1,1250000
3215 1st ST N,2750000,2750000.0,1,2750000
3215 N GEORGE MASON DR,1001000,500500.0,2,1001000
